51,376
66,733
142,889
440,634
537,591
611,668
565,1023
453,833
123,922
32,422
460,371
548,916
275,538
547,600
569,709
59,982
466,702
136,279
839,846
197,935
68,415
179,630
581,877
443,694
343,872
31,494
227,464
112,548
651,577
628,792
31,468
142,891
705,520
66,290
257,850
248,682
688,645
347,606
91,805
229,522
189,836
165,637
337,808
494,916
57,515
342,858
139,428
716,779
288,179
219,828
407,681
853,724
422,656
329,743
802,592
838,849
406,637
81,119
188,745
374,462
846,541
345,892
660,534
525,779
60,316
704,510
151,254
568,746
346,773
58,839
419,622
857,689
751,818
599,788
271,1207
638,910
385,614
379,377
494,360
739,357
358,400
66,292
343,665
327,708
509,878
770,585
190,818
51,487
681,972
36,628
143,853
692,478
128,656
243,735
771,559
680,974
181,717
71,388
518,716
772,549
714,778
77,251
375,460
716,686
630,839
206,505
53,487
209,438
776,994
704,648
274,907
192,178
63,716
768,948
178,188
200,243
416,616
52,196
652,891
308,549
86,418
908,732
572,851
861,650
499,359
31,439
501,547
381,708
684,683
619,764
343,683
331,383
39,685
327,657
39,254
345,727
107,186
350,924
38,653
110,181
839,844
716,782
143,521
677,738
449,565
866,610
30,387
584,968
250,779
746,827
16,822
77,253
513,360
249,337
208,506
232,425
763,839
213,151
221,381
268,586
397,765
87,416
728,906
467,674
383,665
707,613
345,894
329,399
570,616
854,713
112,178
585,647
111,729
327,653
861,652
611,628
108,184
43,920
122,162
536,935
386,206
60,986
857,691
708,580
718,647
847,776
336,803
857,687
421,625
213,988
841,829
670,945
855,710
759,663
667,892
162,102
391,655
216,381
727,923
252,799
349,989
36,630
344,887
344,998
475,560
224,500
500,517
144,416
289,955
736,990
443,497
840,839
96,385
555,776
93,1036
142,859
358,606
25,544
147,220
328,453
776,760
31,340
843,812
68,1053
916,680
142,861
745,829
692,553
97,90
146,844
841,831
845,792
68,283
318,516
795,623
380,850
492,284
864,625
69,279
710,899
70,763
736,976
707,602
217,804
849,760
98,88
200,410
636,578
841,827
63,861
309,593
436,536
71,1081
197,1313
362,430
419,772
766,693
216,628
820,634
661,905
72,138
32,331
228,461
238,299
421,395
142,856
707,600
461,772
841,451
155,581
784,740
685,1013
842,820
173,506
656,423
534,544
31,342
331,386
733,784
116,350
708,577
855,708
431,858
39,668
57,836
233,1098
842,597
120,165
441,380
269,775
861,648
191,65
708,574
583,522
517,737
348,991
31,348
335,798
690,619
325,237
71,788
834,500
706,626
309,589
73,433
680,718
775,906
369,477
265,221
326,671
620,930
674,750
834,600
61,313
254,658
771,555
837,853
760,1013
855,706
59,844
253,254
821,418
327,655
343,1000
519,801
549,603
46,789
842,817
161,1363
645,1017
593,1256
39,666
857,685
776,902
704,646
56,180
327,659
176,513
215,756
122,522
827,938
856,693
309,1081
274,541
73,136
26,542
233,498
259,613
31,346
31,338
795,749
727,811
513,922
309,227
237,1354
853,720
691,516
608,943
153,762
62,857
223,1325
48,939
176,269
772,546
555,778
66,152
868,575
497,732
849,754
388,659
694,829
264,882
706,621
37,646
847,778
806,698
891,857
37,644
55,487
57,332
68,1018
52,356
836,488
328,644
132,449
190,821
171,503
687,476
836,491
770,775
593,553
252,689
70,567
332,778
331,761
845,798
436,1066
225,1011
160,383
341,854
416,521
38,657
323,473
736,974
510,531
219,819
428,389
805,700
39,681
795,751
192,1180
150,957
337,814
308,596
777,758
560,528
505,694
668,947
699,914
52,817
215,690
70,761
249,777
68,743
39,677
318,514
285,524
359,950
840,841
604,575
331,759
190,795
327,661
690,621
149,955
556,361
839,466
143,915
324,471
862,644
362,499
811,677
517,804
618,932
707,604
369,702
591,1218
74,133
106,188
52,813
491,886
699,687
478,364
115,352
428,320
865,598
644,405
51,809
243,1034
488,768
29,519
45,226
124,159
123,48
262,1388
262,600
190,336
811,1024
389,547
706,628
807,696
342,866
696,826
96,1047
698,823
409,405
611,552
841,834
146,306
843,810
308,598
845,795
100,85
36,611
176,784
330,440
405,683
835,859
125,156
36,614
828,932
209,979
142,311
191,877
896,819
623,1043
191,881
261,605
366,216
696,716
622,927
730,980
911,711
393,1079
827,944
327,663
658,426
280,1066
357,392
31,353
432,842
331,377
337,812
843,555
418,176
401,412
108,73
202,242
40,250
631,789
842,824
663,868
344,698
165,98
808,691
511,359
38,651
167,198
60,847
242,172
31,344
771,562
842,433
707,607
226,878
327,705
69,1020
256,840
56,833
748,823
696,718
778,756
771,564
273,877
331,437
67,288
734,479
609,941
882,473
380,447
790,781
848,769
794,754
107,1051
404,705
769,610
190,852
327,710
707,610
50,536
31,335
337,806
580,367
766,784
848,766
607,595
854,715
736,987
113,64
346,553
214,211
901,787
835,498
112,66
498,1098
328,636
115,61
799,882
524,555
827,942
570,714
879,499
756,721
129,328
37,606
382,669
129,659
30,363
353,984
377,828
36,624
45,419
381,445
706,619
95,304
96,92
862,642
98,296
570,365
145,224
104,365
578,570
510,591
25,546
881,487
399,414
235,517
779,446
23,848
836,857
305,1269
445,378
189,840
67,149
129,150
680,714
177,515
382,443
771,553
56,334
57,176
791,773
502,358
60,319
216,670
863,637
104,192
173,360
290,959
847,536
790,938
430,388
92,99
33,883
80,121
524,781
65,295
149,953
52,359
755,856
330,390
355,938
837,851
766,957
812,1019
64,865
47,798
46,793
766,873
