856,736
853,762
852,768
857,723
844,840
864,663
865,654
859,710
861,693
854,752
850,786
846,825
847,815
866,645
867,642
849,799
862,680
868,630
870,613
698,523
871,605
841,857
691,692
339,586
819,607
818,611
718,780
337,596
839,590
689,708
687,722
332,666
685,736
686,730
684,740
338,801
342,573
700,578
680,465
749,715
750,713
700,558
333,688
343,569
743,730
744,728
742,732
745,726
741,734
746,723
693,670
740,736
747,720
247,647
739,738
753,705
738,740
676,769
677,766
246,658
675,772
337,777
734,749
678,763
764,675
681,754
735,747
698,623
680,757
679,760
332,640
757,696
758,694
759,692
336,761
761,687
762,684
333,629
883,499
823,545
886,477
76,770
389,431
390,429
885,485
388,433
347,554
647,878
696,644
348,551
335,744
401,413
75,760
801,884
714,866
689,487
690,489
350,543
691,492
186,1254
743,985
888,459
346,881
856,519
54,415
378,457
377,459
379,454
376,461
335,731
233,1324
680,842
381,448
380,451
49,484
712,835
711,837
777,637
807,676
348,898
210,438
371,475
333,412
372,472
334,409
373,468
370,477
363,498
78,783
349,905
211,475
357,934
356,932
353,533
702,811
353,922
355,929
354,925
708,800
701,813
703,809
763,840
343,857
787,892
770,877
704,807
687,877
765,852
894,415
418,398
72,738
226,674
495,363
182,1215
895,409
848,554
184,1233
695,861
209,826
137,920
205,247
892,429
453,375
61,335
88,358
849,550
479,366
462,950
72,285
890,444
477,367
850,542
296,535
54,395
846,564
56,377
536,774
45,674
836,927
44,593
473,368
443,380
99,212
203,755
29,553
622,819
835,930
703,849
701,852
70,292
470,369
512,361
904,341
63,325
92,227
725,973
93,225
362,948
545,771
361,946
594,1131
44,661
42,638
357,981
341,833
897,395
342,844
899,377
43,651
853,529
852,534
828,493
255,596
64,351
588,832
136,275
682,1042
41,617
67,309
103,204
191,1292
344,1002
252,610
104,202
608,812
251,612
526,876
58,361
59,357
327,438
192,1296
311,527
731,1013
116,1008
71,724
326,441
729,842
207,806
610,805
560,850
563,881
586,856
681,892
902,354
328,432
82,255
81,257
529,806
329,428
901,361
324,453
716,919
49,524
108,194
122,171
745,916
821,1019
592,1111
245,798
197,1324
659,958
286,1346
157,1402
340,381
905,328
161,1372
431,388
828,309
429,389
163,1367
587,875
245,790
832,455
116,182
216,405
117,180
86,244
586,869
148,438
184,371
831,461
146,445
147,441
47,725
145,447
229,1353
116,463
566,366
213,861
103,1021
121,755
117,460
677,1067
136,993
679,1062
139,465
132,154
133,152
672,1084
779,557
127,338
288,972
588,524
118,456
322,462
768,1015
173,95
142,137
544,362
134,328
657,858
477,813
121,739
152,123
169,101
368,959
826,994
833,345
133,490
142,456
176,384
175,386
755,791
42,265
174,388
172,391
280,1371
313,515
258,257
667,1098
153,303
666,1100
117,357
830,321
164,405
272,180
160,412
163,407
909,298
116,359
120,769
911,282
162,409
125,433
551,363
110,485
649,419
192,357
145,1109
791,683
455,963
237,495
49,223
104,517
160,500
908,309
124,436
268,137
111,482
170,283
193,811
225,282
113,475
112,478
130,421
660,1112
38,289
546,900
234,275
834,436
769,459
172,517
129,423
45,710
229,312
784,715
724,955
744,936
128,425
539,908
836,366
745,934
832,966
819,272
297,1330
107,499
39,282
122,442
203,719
157,489
155,421
284,959
84,439
750,802
828,980
121,445
330,239
827,883
751,772
787,609
641,941
108,494
47,235
411,887
159,479
231,1339
555,608
275,1382
96,1048
876,556
204,209
346,231
191,1346
581,371
204,690
579,370
771,751
192,825
772,749
498,894
91,417
658,916
918,229
874,570
142,318
184,267
484,1230
838,392
822,384
415,875
57,192
756,245
56,195
135,852
723,936
44,251
93,105
414,878
607,383
208,573
787,704
413,955
825,294
878,540
629,398
237,456
931,130
774,743
59,457
920,210
378,695
922,196
783,537
64,168
103,533
771,421
573,838
102,549
134,410
822,283
133,412
572,1013
225,755
547,857
141,250
56,808
479,908
236,426
193,865
930,141
207,566
744,814
933,115
206,340
184,81
852,588
193,70
69,1007
183,83
540,1198
98,743
409,640
379,215
225,762
777,603
835,425
111,921
325,1180
782,801
195,915
752,856
778,597
780,582
556,1041
192,844
194,792
99,93
139,773
250,854
140,398
68,858
614,969
538,1091
141,396
261,573
205,536
604,978
396,209
367,221
786,512
260,576
123,54
227,794
63,983
70,1056
538,868
815,258
75,141
811,341
272,207
913,265
215,329
76,139
200,285
617,964
333,1137
780,814
62,834
265,1391
138,402
769,475
260,1400
130,963
205,544
750,1013
258,903
780,976
600,584
435,917
159,362
64,840
792,595
738,827
427,627
739,825
59,821
428,661
433,961
737,829
841,884
86,118
117,64
760,778
212,51
99,394
783,920
85,120
729,812
819,370
820,372
806,973
69,154
256,887
926,172
71,150
412,1273
256,278
72,148
194,499
107,378
237,475
581,1178
818,366
226,162
79,1033
86,301
85,304
309,1303
302,1234
928,154
424,199
241,1172
422,859
84,307
622,915
229,823
817,941
155,370
357,226
915,250
394,1283
70,868
938,70
638,1144
127,948
402,983
423,939
712,1021
240,516
424,937
401,985
396,654
304,1242
786,454
694,1026
522,918
42,902
436,947
102,571
599,1258
198,932
233,720
138,835
768,405
798,365
839,897
127,521
441,195
308,580
945,18
659,130
80,320
465,1243
630,113
81,316
794,586
784,787
815,356
299,1217
665,826
634,126
445,622
52,939
787,470
786,493
429,1264
375,94
599,563
814,352
307,587
321,169
385,671
218,511
427,647
577,734
503,1219
384,674
805,326
406,970
501,807
557,1076
182,1176
224,37
35,325
133,40
73,491
516,1210
357,1303
263,550
273,230
359,1186
223,377
427,583
150,1123
935,96
181,450
804,990
511,1062
318,376
500,931
537,85
689,914
606,932
321,1016
538,83
269,530
712,707
313,1007
232,706
203,952
308,1264
194,896
443,1256
376,103
73,1078
586,568
943,35
186,427
605,832
106,607
711,719
187,424
408,204
443,581
77,477
478,655
607,102
93,286
94,284
103,585
92,288
801,1007
700,894
189,316
57,959
624,1033
591,1170
76,900
102,900
565,186
309,1278
77,912
277,1160
623,1036
801,646
609,1207
623,573
364,154
380,150
381,974
261,925
741,789
790,423
631,94
271,1176
452,1249
608,112
619,1044
453,192
307,1183
333,1316
620,1042
33,342
404,919
186,1389
397,1046
141,940
129,569
46,747
796,309
607,1158
793,301
806,524
696,311
261,10
636,558
380,1290
157,1142
294,1149
312,413
248,17
242,397
718,210
315,398
305,130
467,189
450,812
366,1117
724,181
494,186
554,1194
283,1122
78,1097
181,327
458,93
79,1099
600,190
122,891
894,779
901,729
618,854
788,1011
619,851
238,27
787,1016
173,338
802,544
145,620
144,618
370,985
248,1110
104,267
15,800
622,561
134,598
21,825
617,857
647,1014
606,1229
684,981
142,1010
608,1060
801,548
902,720
898,749
247,176
903,717
131,579
807,516
651,571
714,684
154,11
235,1103
572,540
389,1111
132,588
288,1188
613,148
458,84
799,558
87,1125
203,149
81,1108
112,636
111,633
306,445
884,849
800,553
82,1111
579,188
530,185
908,682
304,183
618,150
909,678
513,961
583,1242
211,899
286,131
717,1039
114,645
547,184
113,643
622,879
429,842
910,670
216,496
445,1051
212,976
739,95
180,1050
264,950
765,259
888,822
295,1123
213,979
889,811
878,892
346,1121
641,821
214,982
608,1221
127,1067
627,761
892,790
569,136
786,1029
322,359
215,984
317,1138
594,142
905,701
574,607
55,553
785,172
452,134
167,1025
481,925
205,639
308,430
581,1230
520,904
166,1023
574,1057
604,1069
24,840
366,1145
573,1065
160,1010
869,948
220,1366
111,254
419,1047
159,1008
309,426
756,945
631,865
205,649
153,993
474,637
381,589
912,656
866,973
815,921
124,1061
554,1088
591,190
913,652
425,139
746,356
421,140
806,234
880,879
712,745
397,145
145,960
623,495
133,223
539,132
630,199
214,598
400,1108
790,759
170,1063
173,580
486,1029
385,1129
454,791
220,1149
181,616
916,634
621,748
36,881
792,347
160,645
84,928
479,133
361,1158
362,1153
718,224
385,112
778,277
634,799
191,653
66,539
882,864
238,581
868,958
192,662
791,402
631,611
514,1095
18,813
918,619
810,426
734,487
634,789
557,134
405,1003
291,145
156,1001
207,1339
791,755
917,627
784,1061
656,817
118,657
875,912
210,1085
876,909
138,1085
762,215
117,655
332,1124
725,254
50,789
527,131
51,791
783,329
492,1110
921,600
214,1123
218,940
670,25
919,611
529,828
784,331
407,1009
647,560
501,1105
920,606
69,515
923,589
136,894
68,525
794,944
809,409
364,1001
185,628
792,751
495,1074
802,1044
791,187
724,608
218,1133
15,589
764,298
288,139
263,1116
532,1060
